text_title,start_file,f_jg,f_nr,start_page_value,start_page,year,month,day,end_file,end_page,date,node_count,title_id,par_id
Ein furchtbares Mißverständnis,FK-13-341_n0024.xml,13,341,n0024,24,1912,01,27,1912-01-27,FK-13-341_n0024.xml,24,266,text__tid_05561.xml,pr74196
Die Postbeschwerde,FK-13-341_n0028.xml,13,341,n0028,28,1912,01,27,1912-01-27,FK-13-341_n0028.xml,28,672,text__tid_05562.xml,pr74203
Razzia auf Literarhistoriker,FK-13-341_n0029.xml,13,341,n0029,29,1912,01,27,1912-01-27,FK-13-341_n0029.xml,29,320,text__tid_05563.xml,pr74211
Leseabende,FK-13-341_n0044.xml,13,341,n0044,44,1912,01,27,1912-01-27,FK-13-341_n0048.xml,48,4528,text__tid_05565.xml,pr74321
Pro domo et mundo,FK-13-341_n0050.xml,13,341,n0050,50,1912,01,27,1912-01-27,FK-13-341_n0050.xml,50,754,text__tid_05566.xml,pr74343
"Wien, ein Panorama",FK-13-341_n0051.xml,13,341,n0051,51,1912,01,27,1912-01-27,FK-13-341_n0052.xml,52,1201,text__tid_05567.xml,pr74348
Lessing,FK-13-343_n0001.xml,13,343,n0001,1,1912,03,01,1912-03-01,FK-13-343_n0005.xml,5,4390,text__tid_05569.xml,pr74474
Ritter Sonett und Ritter Tonreich,FK-13-343_n0005.xml,13,343,n0005,5,1912,03,01,1912-03-01,FK-13-343_n0006.xml,6,324,text__tid_05570.xml,pr74478
"Gesunder Blick, echt wienerischer Humor und drastischer Witz",FK-13-343_n0008.xml,13,343,n0008,8,1912,03,01,1912-03-01,FK-13-343_n0008.xml,8,183,text__tid_05571.xml,pr74506
"Wie man deutsche Sänger behandelt, da hört sich alles auf",FK-13-343_n0009.xml,13,343,n0009,9,1912,03,01,1912-03-01,FK-13-343_n0009.xml,9,352,text__tid_05572.xml,pr74530
Ich habe gelesen,FK-13-343_n0010.xml,13,343,n0010,10,1912,03,01,1912-03-01,FK-13-343_n0010.xml,10,427,text__tid_05573.xml,pr74537
Ob es gelingen würde,FK-13-343_n0010.xml,13,343,n0010,10,1912,03,01,1912-03-01,FK-13-343_n0011.xml,11,342,text__tid_05574.xml,pr74541
Dann erhob,FK-13-343_n0011.xml,13,343,n0011,11,1912,03,01,1912-03-01,FK-13-343_n0011.xml,11,58,text__tid_05575.xml,pr74549
Ein neuer Titel,FK-13-343_n0011.xml,13,343,n0011,11,1912,03,01,1912-03-01,FK-13-343_n0011.xml,11,602,text__tid_05576.xml,pr74555
Nicht kennen lernen möchte ich,FK-13-343_n0011.xml,13,343,n0011,11,1912,03,01,1912-03-01,FK-13-343_n0012.xml,12,315,text__tid_05577.xml,pr74559
Vision,FK-13-343_n0012.xml,13,343,n0012,12,1912,03,01,1912-03-01,FK-13-343_n0012.xml,12,115,text__tid_05578.xml,pr74573
Wie?,FK-13-343_n0012.xml,13,343,n0012,12,1912,03,01,1912-03-01,FK-13-343_n0012.xml,12,283,text__tid_05579.xml,pr74579
Wenn ich einmal,FK-13-343_n0012.xml,13,343,n0012,12,1912,03,01,1912-03-01,FK-13-343_n0013.xml,13,366,text__tid_05580.xml,pr74583
Selbstanzeige,FK-13-343_n0013.xml,13,343,n0013,13,1912,03,01,1912-03-01,FK-13-343_n0014.xml,14,1190,text__tid_05581.xml,pr74592
Mein Vorschlag,FK-13-343_n0017.xml,13,343,n0017,17,1912,03,01,1912-03-01,FK-13-343_n0021.xml,21,3354,text__tid_05582.xml,pr74620
Razzia auf Literarhistoriker,FK-13-343_n0022.xml,13,343,n0022,22,1912,03,01,1912-03-01,FK-13-343_n0023.xml,23,1270,text__tid_05583.xml,pr74625
Blutiger Ausgang einer Faschingsunterhaltung,FK-13-343_n0042.xml,13,343,n0042,42,1912,03,01,1912-03-01,FK-13-343_n0044.xml,44,1884,text__tid_05585.xml,pr74819
Es wird ernst,FK-13-343_n0044.xml,13,343,n0044,44,1912,03,01,1912-03-01,FK-13-343_n0044.xml,44,106,text__tid_05586.xml,pr74823
Der Kriegsberichterstatter,FK-13-343_n0045.xml,13,343,n0045,45,1912,03,01,1912-03-01,FK-13-343_n0045.xml,45,332,text__tid_05587.xml,pr74838
Der Beobachter,FK-13-343_n0046.xml,13,343,n0046,46,1912,03,01,1912-03-01,FK-13-343_n0046.xml,46,126,text__tid_05588.xml,pr74845
Der Pathetiker,FK-13-343_n0046.xml,13,343,n0046,46,1912,03,01,1912-03-01,FK-13-343_n0046.xml,46,410,text__tid_05589.xml,pr74855
Eisenbahnbeschwerde,FK-13-343_n0046.xml,13,343,n0046,46,1912,03,01,1912-03-01,FK-13-343_n0046.xml,46,84,text__tid_05590.xml,pr74861
Der Fremdenverkehr,FK-13-343_n0046.xml,13,343,n0046,46,1912,03,01,1912-03-01,FK-13-343_n0046.xml,46,217,text__tid_05591.xml,pr74865
»Von den Hochschulplänen der Friseure«,FK-13-343_n0047.xml,13,343,n0047,47,1912,03,01,1912-03-01,FK-13-343_n0047.xml,47,452,text__tid_05592.xml,pr74871
Ein Leitartikel,FK-13-343_n0047.xml,13,343,n0047,47,1912,03,01,1912-03-01,FK-13-343_n0048.xml,48,954,text__tid_05593.xml,pr74879
Die Spitzmarke,FK-13-343_n0049.xml,13,343,n0049,49,1912,03,01,1912-03-01,FK-13-343_n0049.xml,49,48,text__tid_05594.xml,pr74887
Ein Fest,FK-13-343_n0049.xml,13,343,n0049,49,1912,03,01,1912-03-01,FK-13-343_n0049.xml,49,210,text__tid_05595.xml,pr74903
Auf vielfaches Verlangen,FK-13-343_n0050.xml,13,343,n0050,50,1912,03,01,1912-03-01,FK-13-343_n0050.xml,50,230,text__tid_05596.xml,pr74911
Die Schwester,FK-13-343_n0050.xml,13,343,n0050,50,1912,03,01,1912-03-01,FK-13-343_n0051.xml,51,577,text__tid_05597.xml,pr74923
Zifferer über Kant,FK-13-343_n0051.xml,13,343,n0051,51,1912,03,01,1912-03-01,FK-13-343_n0051.xml,51,81,text__tid_05598.xml,pr74938
Anstatt stolz zu sein,FK-13-343_n0051.xml,13,343,n0051,51,1912,03,01,1912-03-01,FK-13-343_n0051.xml,51,49,text__tid_05599.xml,pr74945
Der Kunstkritiker,FK-13-343_n0052.xml,13,343,n0052,52,1912,03,01,1912-03-01,FK-13-343_n0052.xml,52,76,text__tid_05600.xml,pr74952
Zwischen den Grenzen der militärischen und der erotischen Satire,FK-13-343_n0052.xml,13,343,n0052,52,1912,03,01,1912-03-01,FK-13-343_n0052.xml,52,92,text__tid_05601.xml,pr74958
Ich rufe die Rettungsgesellschaft,FK-13-343_n0055.xml,13,343,n0055,55,1912,03,01,1912-03-01,FK-13-343_n0056.xml,56,1271,text__tid_05602.xml,pr74988
Mir schwirrt der Kopf,FK-13-345_n0001.xml,13,345,n0001,1,1912,04,01,1912-04-01,FK-13-345_n0002.xml,2,783,text__tid_05604.xml,pr75101
Judex ergo cum sedebit,FK-13-345_n0004.xml,13,345,n0004,4,1912,04,01,1912-04-01,FK-13-345_n0004.xml,4,273,text__tid_05605.xml,pr75133
Der sterbende Fürst,FK-13-345_n0004.xml,13,345,n0004,4,1912,04,01,1912-04-01,FK-13-345_n0004.xml,4,97,text__tid_05606.xml,pr75148
"Sehr richtig,",FK-13-345_n0004.xml,13,345,n0004,4,1912,04,01,1912-04-01,FK-13-345_n0004.xml,4,51,text__tid_05607.xml,pr75155
Der Geront,FK-13-345_n0005.xml,13,345,n0005,5,1912,04,01,1912-04-01,FK-13-345_n0008.xml,8,2748,text__tid_05608.xml,pr75174
Nicht gewitzigt,FK-13-345_n0009.xml,13,345,n0009,9,1912,04,01,1912-04-01,FK-13-345_n0010.xml,10,899,text__tid_05609.xml,pr75186
Wenn so etwas noch einmal vorkommt,FK-13-345_n0010.xml,13,345,n0010,10,1912,04,01,1912-04-01,FK-13-345_n0013.xml,13,2737,text__tid_05610.xml,pr75194
Ein neuer Stern,FK-13-345_n0013.xml,13,345,n0013,13,1912,04,01,1912-04-01,FK-13-345_n0013.xml,13,434,text__tid_05611.xml,pr75198
Gegen die Finsterlinge,FK-13-345_n0014.xml,13,345,n0014,14,1912,04,01,1912-04-01,FK-13-345_n0014.xml,14,434,text__tid_05612.xml,pr75206
"In Triest am 2. März, im Saale des »Schiller-Vereines«",FK-13-345_n0015.xml,13,345,n0015,15,1912,04,01,1912-04-01,FK-13-345_n0015.xml,15,852,text__tid_05614.xml,pr75217
"In Graz die erste Vorlesung am 18. Februar (siehe Nr. 343/344),",FK-13-345_n0015.xml,13,345,n0015,15,1912,04,01,1912-04-01,FK-13-345_n0017.xml,17,1371,text__tid_05615.xml,pr75227
"»Es ist unzulässig, daß Leute der Wissenschaft Tiere zu Tode",FK-13-345_n0021.xml,13,345,n0021,21,1912,04,01,1912-04-01,FK-13-345_n0021.xml,21,63,text__tid_05616.xml,pr75264
"In Wien am 6. März, im Saale der »Kleinen Bühne« (Akademischer",FK-13-345_n0021.xml,13,345,n0021,21,1912,04,01,1912-04-01,FK-13-345_n0025.xml,25,4248,text__tid_05617.xml,pr75267
"In Prag am 22. März, veranstaltet von den Schriftstellern",FK-13-345_n0025.xml,13,345,n0025,25,1912,04,01,1912-04-01,FK-13-345_n0026.xml,26,1105,text__tid_05618.xml,pr75283
Bitte um Totschweigen,FK-13-345_n0027.xml,13,345,n0027,27,1912,04,01,1912-04-01,FK-13-345_n0030.xml,30,2867,text__tid_05619.xml,pr75303
Razzia auf Literarhistoriker,FK-13-345_n0030.xml,13,345,n0030,30,1912,04,01,1912-04-01,FK-13-345_n0032.xml,32,1515,text__tid_05620.xml,pr75307
Aushebung von Wortkupplerinnen,FK-13-345_n0044.xml,13,345,n0044,44,1912,04,01,1912-04-01,FK-13-345_n0046.xml,46,2282,text__tid_05622.xml,pr75394
Mähä,FK-13-345_n0046.xml,13,345,n0046,46,1912,04,01,1912-04-01,FK-13-345_n0047.xml,47,568,text__tid_05623.xml,pr75398
Der König amüsiert sich!,FK-13-345_n0047.xml,13,345,n0047,47,1912,04,01,1912-04-01,FK-13-345_n0047.xml,47,117,text__tid_05624.xml,pr75405
Von Herzen zu Herzen gehende Worte eines tapfern Kabarettiers oder Wer wird den deutsch-französischen Krieg verhindern?,FK-13-345_n0047.xml,13,345,n0047,47,1912,04,01,1912-04-01,FK-13-345_n0048.xml,48,325,text__tid_05625.xml,pr75412
"Der muß auch schon hübsch verdienen,",FK-13-345_n0048.xml,13,345,n0048,48,1912,04,01,1912-04-01,FK-13-345_n0048.xml,48,221,text__tid_05626.xml,pr75419
Auf vielfache Bitten,FK-13-345_n0049.xml,13,345,n0049,49,1912,04,01,1912-04-01,FK-13-345_n0049.xml,49,104,text__tid_05627.xml,pr75427
Es wäre purer Neid,FK-13-345_n0049.xml,13,345,n0049,49,1912,04,01,1912-04-01,FK-13-345_n0049.xml,49,279,text__tid_05628.xml,pr75431
Eine Auseinandersetzung,FK-13-345_n0050.xml,13,345,n0050,50,1912,04,01,1912-04-01,FK-13-345_n0050.xml,50,234,text__tid_05629.xml,pr75439
"Grüß Gott, Doktor",FK-13-345_n0050.xml,13,345,n0050,50,1912,04,01,1912-04-01,FK-13-345_n0051.xml,51,1290,text__tid_05630.xml,pr75446
Die Quote,FK-13-345_n0052.xml,13,345,n0052,52,1912,04,01,1912-04-01,FK-13-345_n0052.xml,52,225,text__tid_05631.xml,pr75450
Das Jubiläum,FK-13-345_n0052.xml,13,345,n0052,52,1912,04,01,1912-04-01,FK-13-345_n0054.xml,54,1660,text__tid_05632.xml,pr75457
"Bitte, das ist mein Recht, das lass’ ich mir nicht nehmen, die Frage muß mir beantwortet werden,",FK-13-345_n0054.xml,13,345,n0054,54,1912,04,01,1912-04-01,FK-13-345_n0054.xml,54,150,text__tid_05633.xml,pr75476
"Aber der Verzweiflung entronnen, lief ich dem Neid in die Arme,",FK-13-345_n0056.xml,13,345,n0056,56,1912,04,01,1912-04-01,FK-13-345_n0056.xml,56,98,text__tid_05634.xml,pr75492
Ein Bild,FK-13-345_n0056.xml,13,345,n0056,56,1912,04,01,1912-04-01,FK-13-345_n0056.xml,56,149,text__tid_05635.xml,pr75499
"Ein anderes Bild,",FK-13-345_n0056.xml,13,345,n0056,56,1912,04,01,1912-04-01,FK-13-345_n0056.xml,56,172,text__tid_05636.xml,pr75507
Großer Sieg der Technik: Silbernes Besteck für zehntausend  Menschen oder Furchtbare Versäumnisse: Gott hat nicht Schiffbau studiert,FK-14-347_n0001.xml,14,347,n0001,1,1912,01,01,1912-01-01,FK-14-347_n0001.xml,1,84,text__tid_05638.xml,pr75613
Ich glaube an den Druckfehlerteufel,FK-14-347_n0007.xml,14,347,n0007,7,1912,01,01,1912-01-01,FK-14-347_n0007.xml,7,125,text__tid_05639.xml,pr75765
Stilblüten sammeln,FK-14-347_n0007.xml,14,347,n0007,7,1912,01,01,1912-01-01,FK-14-347_n0007.xml,7,176,text__tid_05640.xml,pr75772
Hufschläge der Wissenschaft,FK-14-347_n0007.xml,14,347,n0007,7,1912,01,01,1912-01-01,FK-14-347_n0007.xml,7,167,text__tid_05641.xml,pr75780
Der Dank der Justiz und das Verdienst der Polizei,FK-14-347_n0008.xml,14,347,n0008,8,1912,01,01,1912-01-01,FK-14-347_n0008.xml,8,151,text__tid_05642.xml,pr75789
Niemand kann eine solche Frage besser beantworten,FK-14-347_n0008.xml,14,347,n0008,8,1912,01,01,1912-01-01,FK-14-347_n0008.xml,8,369,text__tid_05643.xml,pr75795
Konsignation,FK-14-347_n0008.xml,14,347,n0008,8,1912,01,01,1912-01-01,FK-14-347_n0008.xml,8,117,text__tid_05644.xml,pr75801
Eine unverständliche Beschwerde über eine unverständliche Maßregel,FK-14-347_n0009.xml,14,347,n0009,9,1912,01,01,1912-01-01,FK-14-347_n0009.xml,9,278,text__tid_05645.xml,pr75812
Man rate,FK-14-347_n0009.xml,14,347,n0009,9,1912,01,01,1912-01-01,FK-14-347_n0010.xml,10,357,text__tid_05646.xml,pr75819
Eine Erpressung an der Sonn- und Montags-Zeitung,FK-14-347_n0010.xml,14,347,n0010,10,1912,01,01,1912-01-01,FK-14-347_n0011.xml,11,614,text__tid_05647.xml,pr75827
Rundfragen,FK-14-347_n0012.xml,14,347,n0012,12,1912,01,01,1912-01-01,FK-14-347_n0013.xml,13,278,text__tid_05648.xml,pr75834
"Ich kann mir nicht helfen, es müssen doch Lumpen sein,",FK-14-347_n0013.xml,14,347,n0013,13,1912,01,01,1912-01-01,FK-14-347_n0013.xml,13,192,text__tid_05649.xml,pr75849
Ein Freund unseres Blattes,FK-14-347_n0013.xml,14,347,n0013,13,1912,01,01,1912-01-01,FK-14-347_n0014.xml,14,724,text__tid_05650.xml,pr75853
Das Ende,FK-14-347_n0014.xml,14,347,n0014,14,1912,01,01,1912-01-01,FK-14-347_n0014.xml,14,167,text__tid_05651.xml,pr75860
Dame und Maler,FK-14-347_n0015.xml,14,347,n0015,15,1912,01,01,1912-01-01,FK-14-347_n0017.xml,17,2010,text__tid_05652.xml,pr75868
Die Rettungsgesellschaft — kommt!,FK-14-347_n0022.xml,14,347,n0022,22,1912,01,01,1912-01-01,FK-14-347_n0023.xml,23,1300,text__tid_05654.xml,pr75890
Zur Nestroy-Feier,FK-14-347_n0027.xml,14,347,n0027,27,1912,01,01,1912-01-01,FK-14-347_n0028.xml,28,582,text__tid_05655.xml,pr75926
Selbstanzeige,FK-14-347_n0028.xml,14,347,n0028,28,1912,01,01,1912-01-01,FK-14-347_n0030.xml,30,1897,text__tid_05656.xml,pr75930
"Das Recht, totzuschweigen",FK-14-347_n0030.xml,14,347,n0030,30,1912,01,01,1912-01-01,FK-14-347_n0032.xml,32,2097,text__tid_05657.xml,pr75941
Eine neue Form der Banalität,FK-14-347_n0035.xml,14,347,n0035,35,1912,01,01,1912-01-01,FK-14-347_n0035.xml,35,429,text__tid_05658.xml,pr75955
Münz in Monaco,FK-14-347_n0040.xml,14,347,n0040,40,1912,01,01,1912-01-01,FK-14-347_n0044.xml,44,4531,text__tid_05659.xml,pr75962
Brief einer Suffragette an eine Bordellwirtin der Freiheit,FK-14-347_n0045.xml,14,347,n0045,45,1912,01,01,1912-01-01,FK-14-347_n0046.xml,46,1555,text__tid_05661.xml,pr75968
Ausgestellte Maler,FK-14-347_n0047.xml,14,347,n0047,47,1912,01,01,1912-01-01,FK-14-347_n0047.xml,47,275,text__tid_05662.xml,pr75976
In der Werkstatt,FK-14-347_n0049.xml,14,347,n0049,49,1912,01,01,1912-01-01,FK-14-347_n0049.xml,49,348,text__tid_05663.xml,pr76003
Man glaubt gar nicht,FK-14-347_n0049.xml,14,347,n0049,49,1912,01,01,1912-01-01,FK-14-347_n0049.xml,49,279,text__tid_05664.xml,pr76007
Egmont ..... Hr. Reimers,FK-14-347_n0050.xml,14,347,n0050,50,1912,01,01,1912-01-01,FK-14-347_n0050.xml,50,169,text__tid_05665.xml,pr76019
Die Axt im Haus erspart den Zimmermann,FK-14-347_n0050.xml,14,347,n0050,50,1912,01,01,1912-01-01,FK-14-347_n0050.xml,50,234,text__tid_05666.xml,pr76025
Eine besondere Überraschung zu Ostern,FK-14-347_n0050.xml,14,347,n0050,50,1912,01,01,1912-01-01,FK-14-347_n0051.xml,51,161,text__tid_05667.xml,pr76032
Buchhändler Hugo Heller empfiehlt,FK-14-347_n0051.xml,14,347,n0051,51,1912,01,01,1912-01-01,FK-14-347_n0051.xml,51,276,text__tid_05668.xml,pr76040
Der Schwerenöter und das junge Mädchen,FK-14-347_n0051.xml,14,347,n0051,51,1912,01,01,1912-01-01,FK-14-347_n0052.xml,52,956,text__tid_05669.xml,pr76044
Man bemerkte,FK-14-347_n0052.xml,14,347,n0052,52,1912,01,01,1912-01-01,FK-14-347_n0053.xml,53,321,text__tid_05670.xml,pr76048
Sie meint es ironisch,FK-14-347_n0053.xml,14,347,n0053,53,1912,01,01,1912-01-01,FK-14-347_n0053.xml,53,68,text__tid_05671.xml,pr76052
Uns macht man nichts weis,FK-14-347_n0053.xml,14,347,n0053,53,1912,01,01,1912-01-01,FK-14-347_n0053.xml,53,194,text__tid_05672.xml,pr76058
Meine Zeitgenossen,FK-14-347_n0054.xml,14,347,n0054,54,1912,01,01,1912-01-01,FK-14-347_n0054.xml,54,112,text__tid_05673.xml,pr76065
In Wien wird »Der Mensch« ausgestellt,FK-14-347_n0054.xml,14,347,n0054,54,1912,01,01,1912-01-01,FK-14-347_n0054.xml,54,469,text__tid_05674.xml,pr76071
Interview mit einem sterbenden Kind,FK-14-347_n0055.xml,14,347,n0055,55,1912,01,01,1912-01-01,FK-14-347_n0056.xml,56,1220,text__tid_05675.xml,pr76078
KARL KRAUS: Nestroy und die Nachwelt (Zum 50. Todestage),FK-14-349_n0001.xml,14,349,n0001,1,1912,05,01,1912-05-01,FK-14-349_n0009.xml,9,6255,text__tid_05676.xml,pr76211
AUGUST STRINDBERG: Eselsdorf,FK-14-349_n0024.xml,14,349,n0024,24,1912,05,01,1912-05-01,FK-14-349_n0024.xml,24,104,text__tid_05677.xml,pr76287
Die am 2. Mai vom Akademischen Verband für Literatur,FK-14-349_n0041.xml,14,349,n0041,41,1912,05,01,1912-05-01,FK-14-349_n0041.xml,41,440,text__tid_05678.xml,pr76863
"JOHANN NESTROY: Monologe, Sätze, Couplets",FK-14-349_n0042.xml,14,349,n0042,42,1912,05,01,1912-05-01,FK-14-349_n0043.xml,43,1179,text__tid_05679.xml,pr76875
August Strindberg †,FK-14-351_n0001.xml,14,351,n0001,1,1912,06,01,1912-06-01,FK-14-351_n0003.xml,3,1828,text__tid_05680.xml,pr77241
Politik und Pathos,FK-14-351_n0003.xml,14,351,n0003,3,1912,06,01,1912-06-01,FK-14-351_n0004.xml,4,1104,text__tid_05683.xml,pr77256
Visiten,FK-14-351_n0005.xml,14,351,n0005,5,1912,06,01,1912-06-01,FK-14-351_n0005.xml,5,327,text__tid_05684.xml,pr77265
Stadtverordnete besuchen Gemeinderäte,FK-14-351_n0006.xml,14,351,n0006,6,1912,06,01,1912-06-01,FK-14-351_n0008.xml,8,1600,text__tid_05685.xml,pr77278
Es ist halt doch ein Unterschied,FK-14-351_n0008.xml,14,351,n0008,8,1912,06,01,1912-06-01,FK-14-351_n0008.xml,8,478,text__tid_05686.xml,pr77282
Anerkennung Wiens im Auslande,FK-14-351_n0010.xml,14,351,n0010,10,1912,06,01,1912-06-01,FK-14-351_n0010.xml,10,143,text__tid_05687.xml,pr77314
Die Katze im Sack,FK-14-351_n0010.xml,14,351,n0010,10,1912,06,01,1912-06-01,FK-14-351_n0011.xml,11,394,text__tid_05688.xml,pr77320
Die Plastik,FK-14-351_n0011.xml,14,351,n0011,11,1912,06,01,1912-06-01,FK-14-351_n0012.xml,12,390,text__tid_05689.xml,pr77328
Die Kultur,FK-14-351_n0013.xml,14,351,n0013,13,1912,06,01,1912-06-01,FK-14-351_n0014.xml,14,1362,text__tid_05690.xml,pr77340
Unter Strzygowskis Führung,FK-14-351_n0014.xml,14,351,n0014,14,1912,06,01,1912-06-01,FK-14-351_n0014.xml,14,237,text__tid_05691.xml,pr77357
In eine Wiener Kunsthandlung wird eingebrochen,FK-14-351_n0015.xml,14,351,n0015,15,1912,06,01,1912-06-01,FK-14-351_n0015.xml,15,58,text__tid_05692.xml,pr77363
Das muß ein Kunstwerk sein,FK-14-351_n0015.xml,14,351,n0015,15,1912,06,01,1912-06-01,FK-14-351_n0015.xml,15,534,text__tid_05693.xml,pr77374
Der Künstler und die Künstler,FK-14-351_n0015.xml,14,351,n0015,15,1912,06,01,1912-06-01,FK-14-351_n0017.xml,17,1677,text__tid_05694.xml,pr77380
Der Ernstfall,FK-14-351_n0017.xml,14,351,n0017,17,1912,06,01,1912-06-01,FK-14-351_n0017.xml,17,235,text__tid_05695.xml,pr77395
Nachrichten,FK-14-351_n0017.xml,14,351,n0017,17,1912,06,01,1912-06-01,FK-14-351_n0017.xml,17,165,text__tid_05696.xml,pr77403
Très enchanté,FK-14-351_n0018.xml,14,351,n0018,18,1912,06,01,1912-06-01,FK-14-351_n0018.xml,18,151,text__tid_05697.xml,pr77409
Achtung! Grubenhunde!,FK-14-351_n0018.xml,14,351,n0018,18,1912,06,01,1912-06-01,FK-14-351_n0018.xml,18,277,text__tid_05698.xml,pr77416
Denken sie an Ibsen!,FK-14-351_n0018.xml,14,351,n0018,18,1912,06,01,1912-06-01,FK-14-351_n0018.xml,18,267,text__tid_05699.xml,pr77420
Um den König von Montenegro zu sehen,FK-14-351_n0019.xml,14,351,n0019,19,1912,06,01,1912-06-01,FK-14-351_n0019.xml,19,542,text__tid_05700.xml,pr77427
Petite chronique scandaleuse,FK-14-351_n0021.xml,14,351,n0021,21,1912,06,01,1912-06-01,FK-14-351_n0021.xml,21,105,text__tid_05701.xml,pr77469
Notizen,FK-14-351_n0021.xml,14,351,n0021,21,1912,06,01,1912-06-01,FK-14-351_n0022.xml,22,470,text__tid_05702.xml,pr77478
Nestroy-Feier,FK-14-351_n0028.xml,14,351,n0028,28,1912,06,01,1912-06-01,FK-14-351_n0030.xml,30,1666,text__tid_05703.xml,pr77552
(Nestroy-Feier),FK-14-351_n0047.xml,14,351,n0047,47,1912,06,01,1912-06-01,FK-14-351_n0047.xml,47,789,text__tid_05705.xml,pr77778
Am 2. Mai gesprochen:,FK-14-351_n0048.xml,14,351,n0048,48,1912,06,01,1912-06-01,FK-14-351_n0048.xml,48,217,text__tid_05706.xml,pr77785_a
"Zur Vorlesung aus Jean Pauls »Kampaner Tal« (Wien, 6. März",FK-14-351_n0048.xml,14,351,n0048,48,1912,06,01,1912-06-01,FK-14-351_n0048.xml,48,235,text__tid_05707.xml,pr77791_b
Am 18. Mai wurde eine Vorlesung in Bielitz von Herrn,FK-14-351_n0048.xml,14,351,n0048,48,1912,06,01,1912-06-01,FK-14-351_n0049.xml,49,439,text__tid_05708.xml,pr77797
Aus dem Bericht der ‚Reichspost‘ vom 4. Mai,FK-14-351_n0049.xml,14,351,n0049,49,1912,06,01,1912-06-01,FK-14-351_n0049.xml,49,758,text__tid_05709.xml,pr77803
"Wien, im Kleinen Musikvereinssaal am 23. Mai. Programm",FK-14-351_n0050.xml,14,351,n0050,50,1912,06,01,1912-06-01,FK-14-351_n0050.xml,50,407,text__tid_05710.xml,pr77811_a
Die liberale Presse scheint das Schweigen nicht so lange,FK-14-351_n0050.xml,14,351,n0050,50,1912,06,01,1912-06-01,FK-14-351_n0052.xml,52,1485,text__tid_05711.xml,pr77818
(Druckfehlerberichtigung),FK-14-351_n0052.xml,14,351,n0052,52,1912,06,01,1912-06-01,FK-14-351_n0052.xml,52,126,text__tid_05712.xml,pr77825
(Erklärung),FK-14-351_n0053.xml,14,351,n0053,53,1912,06,01,1912-06-01,FK-14-351_n0054.xml,54,1452,text__tid_05713.xml,pr77831
"Themis, mit halbgeschlossenen Lidern, entrückt dieser Welt",FK-14-351_n0054.xml,14,351,n0054,54,1912,06,01,1912-06-01,FK-14-351_n0056.xml,56,1583,text__tid_05715.xml,pr77837
Der Getreidehändler als Mörder,FK-14-351_n0056.xml,14,351,n0056,56,1912,06,01,1912-06-01,FK-14-351_n0056.xml,56,204,text__tid_05716.xml,pr77849
»Herzliche Szenen zwischen Graf und Gräfin Tisza«,FK-14-351_n0057.xml,14,351,n0057,57,1912,06,01,1912-06-01,FK-14-351_n0057.xml,57,476,text__tid_05717.xml,pr77860
Bemerkenswerte Worte eines Bezirkshauptmannes über den Wert der Presse,FK-14-351_n0058.xml,14,351,n0058,58,1912,06,01,1912-06-01,FK-14-351_n0058.xml,58,137,text__tid_05718.xml,pr77869
Der Staat und die Unzucht,FK-14-351_n0058.xml,14,351,n0058,58,1912,06,01,1912-06-01,FK-14-351_n0059.xml,59,1852,text__tid_05719.xml,pr77877
Ein Standpunkt,FK-14-351_n0060.xml,14,351,n0060,60,1912,06,01,1912-06-01,FK-14-351_n0060.xml,60,321,text__tid_05720.xml,pr77895
Pornographien,FK-14-351_n0061.xml,14,351,n0061,61,1912,06,01,1912-06-01,FK-14-351_n0061.xml,61,431,text__tid_05721.xml,pr77902
Das Verhör,FK-14-351_n0061.xml,14,351,n0061,61,1912,06,01,1912-06-01,FK-14-351_n0062.xml,62,821,text__tid_05722.xml,pr77906
Die Sprache der Liebe,FK-14-351_n0062.xml,14,351,n0062,62,1912,06,01,1912-06-01,FK-14-351_n0062.xml,62,472,text__tid_05723.xml,pr77913
Der Mann,FK-14-351_n0063.xml,14,351,n0063,63,1912,06,01,1912-06-01,FK-14-351_n0064.xml,64,1615,text__tid_05724.xml,pr77917
Selfmadewoman,FK-14-351_n0064.xml,14,351,n0064,64,1912,06,01,1912-06-01,FK-14-351_n0064.xml,64,164,text__tid_05725.xml,pr77934
Die Abgeordnete,FK-14-351_n0065.xml,14,351,n0065,65,1912,06,01,1912-06-01,FK-14-351_n0066.xml,66,1367,text__tid_05726.xml,pr77945
Die mit den Anführungszeichen,FK-14-351_n0066.xml,14,351,n0066,66,1912,06,01,1912-06-01,FK-14-351_n0067.xml,67,738,text__tid_05727.xml,pr77949
Was alles von der Sonne beschienen wird,FK-14-351_n0067.xml,14,351,n0067,67,1912,06,01,1912-06-01,FK-14-351_n0068.xml,68,517,text__tid_05728.xml,pr77956
Als der Setzer irrtümlich,FK-14-351_n0068.xml,14,351,n0068,68,1912,06,01,1912-06-01,FK-14-351_n0068.xml,68,181,text__tid_05729.xml,pr77962
Man soll sie nicht vorangehen lassen,FK-14-351_n0068.xml,14,351,n0068,68,1912,06,01,1912-06-01,FK-14-351_n0068.xml,68,155,text__tid_05730.xml,pr77971
Auch die Fiaker,FK-14-351_n0069.xml,14,351,n0069,69,1912,06,01,1912-06-01,FK-14-351_n0069.xml,69,303,text__tid_05731.xml,pr77983
